-3.523499036228727732e-05,2.096109951647016079e-01,2.269287701668319279e+00
-5.781428970183632998e-03,1.852612150896817411e-01,2.272648138131248885e+00
-1.094284916460930290e-02,1.596142191617628825e-01,2.274922850924942619e+00
-1.560413348084122021e-02,1.327012410518249030e-01,2.276103713679701102e+00
-1.983437308972835211e-02,1.045605057220704293e-01,2.276185962851182243e+00
-2.369051726759119347e-02,7.523696926083456304e-02,2.275168204306589281e+00
-2.721992287610719430e-02,4.478190321257091711e-02,2.273052372405241162e+00
-3.046228860296240626e-02,1.325233361761757322e-02,2.269843636637443041e+00
-3.345114016266670376e-02,-1.928964868331828342e-02,2.265550254928704987e+00
-3.621498334173001155e-02,-5.277768443788222186e-02,2.260183376109234032e+00
-3.621498334173001155e-02,-5.277768443788222186e-02,2.260183376109234032e+00
-3.877820791608677098e-02,-8.714202015826777448e-02,2.253756797321099903e+00
-4.116180283075099311e-02,-1.223104301575419495e-01,2.246286684363895336e+00
-4.338392950348968213e-02,-1.582091765997979405e-01,2.237791259251793452e+00
-4.546038198003987674e-02,-1.947639533185161476e-01,2.228290468482558850e+00
-4.740495977524750160e-02,-2.319007922740492500e-01,2.217805641384419602e+00
-4.922977244948079090e-02,-2.695469128116523283e-01,2.206359146927407089e+00
-5.094549005516357809e-02,-3.076314951028173983e-01,2.193974056921879079e+00
-5.256155034284670791e-02,-3.460863639882887366e-01,2.180673822307443110e+00
-5.408633118493844094e-02,-3.848465743679985174e-01,2.166481967847993406e+00
-5.408633118490602243e-02,-3.848465743680453688e-01,2.166481967847994294e+00
-5.552729682146928525e-02,-3.984211697468968971e-01,2.151421799928070477e+00
-5.689112302054510906e-02,-4.062362559333503320e-01,2.135516124455894893e+00
-5.818379141772034302e-02,-4.129088398940321536e-01,2.118787046195641732e+00
-5.941067677534395131e-02,-4.184714373077886851e-01,2.101255765517826113e+00
-6.057662353057802207e-02,-4.229567429415330704e-01,2.082942386404434743e+00
-6.168601120604622068e-02,-4.263972514580947060e-01,2.063865744586643736e+00
-6.274281052773611478e-02,-4.288249219628894604e-01,2.044043253837787510e+00
-6.375063175397110982e-02,-4.302708839588882395e-01,2.023490767973066262e+00
-6.471276644763479524e-02,-4.307651814514293909e-01,2.002222455762002085e+00
-6.471276644761081442e-02,-4.307651814514275035e-01,2.002222455762062037e+00
-6.563216417873585229e-02,-4.303365726111394451e-01,1.980251225906160428e+00
-6.651158996629513709e-02,-4.290123582728273544e-01,1.957587572525610886e+00
-6.735363716932107891e-02,-4.268181086776756672e-01,1.934239436438070836e+00
-6.816065649701030793e-02,-4.237775584201196599e-01,1.910212973265584369e+00
-6.893478944265885033e-02,-4.199125357899745614e-01,1.885512427036871719e+00
-6.967799730577706185e-02,-4.152428836813871760e-01,1.860139983032152555e+00
-7.039208646124794910e-02,-4.097863694697317927e-01,1.834095597013644330e+00
-7.107873042502754757e-02,-4.035585809652408873e-01,1.807376797361342158e+00
-7.173948917647843260e-02,-3.965728051549310962e-01,1.779978455860324216e+00
-7.173948917647843260e-02,-3.965728051549310962e-01,1.779978455860324216e+00
-7.237581772422130300e-02,-3.888399212295964302e-01,1.751892645830179118e+00
-7.298904921839888260e-02,-3.803684029648386478e-01,1.723108856987481285e+00
-7.358041946004956202e-02,-3.711641648278661831e-01,1.693613606972552921e+00
-7.415108086882371552e-02,-3.612303973708447247e-01,1.663390110065467331e+00
-7.470210875013316709e-02,-3.505673994514173497e-01,1.632417991766105692e+00
-7.523450696068278987e-02,-3.391723763450129603e-01,1.600672944282126364e+00
-7.574921303845671972e-02,-3.270391941103207856e-01,1.568126308999884921e+00
-7.624710285512481533e-02,-3.141580783345030436e-01,1.534744568293156641e+00
-7.672899484178730134e-02,-3.005152423025885255e-01,1.500488723997361218e+00
-7.672899484178730134e-02,-3.005152423025885255e-01,1.500488723997361218e+00
-7.719565471897515962e-02,-2.860924170586960358e-01,1.465313513014612878e+00
-7.764780236493562526e-02,-2.708662376348464074e-01,1.429166376414682027e+00
-7.808611385221997381e-02,-2.548075140908249159e-01,1.391986282309730649e+00
-7.851122417103395534e-02,-2.378803000395713907e-01,1.353702222214465678e+00
-7.892373038132127760e-02,-2.200406942234514052e-01,1.314231282234669118e+00
-7.932419448538885476e-02,-2.012352920746358631e-01,1.273476164476371242e+00
-7.971314604955459515e-02,-1.813991597959533353e-01,1.231321958479555612e+00
