5.400000000000000286e-03,-4.000000000000000083e-03,0.000000000000000000e+00,5.000000000000000000e-01
4.619999999999999801e-02,2.960000000000000131e-02,0.000000000000000000e+00,5.000000000000000000e-01
7.349999999999999589e-02,6.069999999999999701e-02,0.000000000000000000e+00,5.000000000000000000e-01
7.220000000000000029e-02,5.079999999999999793e-02,0.000000000000000000e+00,5.000000000000000000e-01
8.509999999999999509e-02,7.510000000000000009e-02,0.000000000000000000e+00,5.000000000000000000e-01
1.005000000000000060e-01,9.329999999999999405e-02,0.000000000000000000e+00,5.000000000000000000e-01
1.262000000000000066e-01,9.149999999999999800e-02,0.000000000000000000e+00,5.000000000000000000e-01
1.527999999999999914e-01,9.979999999999999982e-02,0.000000000000000000e+00,5.000000000000000000e-01
1.448000000000000120e-01,1.048999999999999932e-01,0.000000000000000000e+00,5.000000000000000000e-01
1.554000000000000103e-01,1.228000000000000064e-01,0.000000000000000000e+00,5.000000000000000000e-01
1.390000000000000124e-01,1.238999999999999962e-01,0.000000000000000000e+00,5.000000000000000000e-01
6.999999999999999929e-04,-3.896247868807457110e-04,0.000000000000000000e+00,5.000000000000000000e-01
2.989999999999999949e-02,3.099999999999999978e-02,0.000000000000000000e+00,5.000000000000000000e-01
3.280000000000000276e-02,1.019999999999999934e-01,0.000000000000000000e+00,5.000000000000000000e-01
4.440000000000000197e-02,1.338000000000000023e-01,0.000000000000000000e+00,5.000000000000000000e-01
1.689999999999999836e-02,1.728999999999999981e-01,0.000000000000000000e+00,5.000000000000000000e-01
2.199999999999999872e-02,1.980000000000000093e-01,0.000000000000000000e+00,5.000000000000000000e-01
-5.400000000000000286e-03,2.356999999999999929e-01,0.000000000000000000e+00,5.000000000000000000e-01
1.080000000000000057e-02,2.601999999999999869e-01,0.000000000000000000e+00,5.000000000000000000e-01
4.830000000000000265e-02,2.194000000000000117e-01,0.000000000000000000e+00,5.000000000000000000e-01
5.670000000000000040e-02,2.217999999999999972e-01,0.000000000000000000e+00,5.000000000000000000e-01
8.379999999999999949e-02,2.253000000000000003e-01,0.000000000000000000e+00,5.000000000000000000e-01
7.829999999999999460e-02,2.696000000000000063e-01,0.000000000000000000e+00,5.000000000000000000e-01
7.960000000000000409e-02,2.291999999999999871e-01,0.000000000000000000e+00,5.000000000000000000e-01
1.093999999999999972e-01,2.363000000000000100e-01,0.000000000000000000e+00,5.000000000000000000e-01
1.132999999999999979e-01,2.081999999999999962e-01,0.000000000000000000e+00,5.000000000000000000e-01
1.290000000000000036e-01,2.157999999999999918e-01,0.000000000000000000e+00,5.000000000000000000e-01
1.416999999999999926e-01,2.059999999999999887e-01,0.000000000000000000e+00,5.000000000000000000e-01
2.000000000000000096e-04,-4.000000000000000192e-04,0.000000000000000000e+00,5.000000000000000000e-01
4.240000000000000019e-02,4.750000000000000056e-02,0.000000000000000000e+00,5.000000000000000000e-01
3.030000000000000054e-02,5.539999999999999786e-02,0.000000000000000000e+00,5.000000000000000000e-01
3.520000000000000212e-02,1.097000000000000058e-01,0.000000000000000000e+00,5.000000000000000000e-01
1.050000000000000065e-02,1.643999999999999906e-01,0.000000000000000000e+00,5.000000000000000000e-01
1.469999999999999953e-02,1.819000000000000061e-01,0.000000000000000000e+00,5.000000000000000000e-01
8.399999999999999481e-03,2.358999999999999986e-01,0.000000000000000000e+00,5.000000000000000000e-01
1.959999999999999937e-02,2.654000000000000248e-01,0.000000000000000000e+00,5.000000000000000000e-01
2.270000000000000143e-02,2.852999999999999980e-01,0.000000000000000000e+00,5.000000000000000000e-01
2.589999999999999941e-02,3.281999999999999917e-01,0.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000048e-04,-5.999999999999999474e-04,0.000000000000000000e+00,5.000000000000000000e-01
3.939999999999999752e-02,2.309999999999999901e-02,0.000000000000000000e+00,5.000000000000000000e-01
3.409999999999999837e-02,8.469999999999999751e-02,0.000000000000000000e+00,5.000000000000000000e-01
3.549999999999999684e-02,1.486000000000000099e-01,0.000000000000000000e+00,5.000000000000000000e-01
5.399999999999999939e-02,1.363000000000000045e-01,0.000000000000000000e+00,5.000000000000000000e-01
5.659999999999999754e-02,1.459000000000000019e-01,0.000000000000000000e+00,5.000000000000000000e-01
4.859999999999999737e-02,1.582000000000000073e-01,0.000000000000000000e+00,5.000000000000000000e-01
2.999999999999999889e-02,1.642000000000000126e-01,0.000000000000000000e+00,5.000000000000000000e-01
2.120000000000000009e-02,1.890999999999999903e-01,0.000000000000000000e+00,5.000000000000000000e-01
4.400000000000000265e-03,2.093000000000000138e-01,0.000000000000000000e+00,5.000000000000000000e-01
-4.700000000000000185e-03,2.268000000000000016e-01,0.000000000000000000e+00,5.000000000000000000e-01
-1.220000000000000077e-02,2.330000000000000127e-01,0.000000000000000000e+00,5.000000000000000000e-01
-1.683000000000000052e-01,2.192000000000000060e-01,0.000000000000000000e+00,5.000000000000000000e-01
-1.066000000000000003e-01,2.816000000000000170e-01,0.000000000000000000e+00,5.000000000000000000e-01
4.000000000000000192e-04,-1.100000000000000066e-03,0.000000000000000000e+00,2.999999999999999889e-01
3.500000000000000333e-02,5.269999999999999685e-02,0.000000000000000000e+00,2.999999999999999889e-01
2.670000000000000151e-02,8.340000000000000191e-02,0.000000000000000000e+00,2.999999999999999889e-01
4.400000000000000265e-03,-3.399999999999999811e-03,0.000000000000000000e+00,2.999999999999999889e-01
2.819999999999999937e-02,4.819999999999999979e-02,0.000000000000000000e+00,2.999999999999999889e-01
2.850000000000000103e-02,7.679999999999999327e-02,0.000000000000000000e+00,2.999999999999999889e-01
3.500000000000000073e-03,-2.200000000000000133e-03,0.000000000000000000e+00,2.999999999999999889e-01
